learner_id,recommendation_count,top_topic,top_action,top_type,top_priority
LEARNER_0276,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0277,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0278,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0279,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0280,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0281,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0282,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0283,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0284,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0285,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0286,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0287,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0288,5,Grover's Algorithm,Practice targeted exercises in Grover's Algorithm,practice_developing_topic,81.78
LEARNER_0289,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0290,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0291,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0292,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0293,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0294,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0295,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,98.5
LEARNER_0296,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0297,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0298,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0299,5,Shor's Algorithm,Practice targeted exercises in Shor's Algorithm,practice_developing_topic,83.2
LEARNER_0300,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0301,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0302,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0303,5,Qubits,Reinforce prerequisite concept: Qubits,reinforce_prerequisite,100.0
LEARNER_0304,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,52.1
LEARNER_0305,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0306,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0307,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0308,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0309,5,Superposition,Reinforce prerequisite concept: Superposition,reinforce_prerequisite,100.0
LEARNER_0310,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0311,5,Qubits,Reinforce prerequisite concept: Qubits,reinforce_prerequisite,100.0
LEARNER_0312,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0313,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0314,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0315,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,99.05
LEARNER_0316,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0317,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0318,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0319,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0320,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0321,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0322,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0323,5,Grover's Algorithm,Practice targeted exercises in Grover's Algorithm,practice_developing_topic,81.3
LEARNER_0324,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0325,5,Entanglement,Practice targeted exercises in Entanglement,practice_developing_topic,76.55
LEARNER_0326,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0327,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0328,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0329,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0330,5,Grover's Algorithm,Practice targeted exercises in Grover's Algorithm,practice_developing_topic,82.75
LEARNER_0331,5,Qubits,Reinforce prerequisite concept: Qubits,reinforce_prerequisite,100.0
LEARNER_0332,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0333,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0334,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0335,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0336,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,100.0
LEARNER_0337,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,54.92
LEARNER_0338,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0339,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0340,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0341,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0342,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0343,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0344,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0345,5,Grover's Algorithm,Practice targeted exercises in Grover's Algorithm,practice_developing_topic,79.17
LEARNER_0346,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0347,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,100.0
LEARNER_0348,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0349,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0350,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0351,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0352,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0353,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,54.9
LEARNER_0354,5,Quantum Circuits,Review Quantum Circuits fundamentals,review_weak_topic,100.0
LEARNER_0355,5,Quantum Circuits,Review Quantum Circuits fundamentals,review_weak_topic,100.0
LEARNER_0356,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0357,5,Shor's Algorithm,Practice targeted exercises in Shor's Algorithm,practice_developing_topic,83.47
LEARNER_0358,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0359,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0360,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0361,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0362,5,Shor's Algorithm,Practice targeted exercises in Shor's Algorithm,practice_developing_topic,77.2
LEARNER_0363,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0364,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0365,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0366,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0367,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0368,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0369,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,54.85
LEARNER_0370,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0371,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0372,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0373,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0374,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0375,5,Shor's Algorithm,Practice targeted exercises in Shor's Algorithm,practice_developing_topic,82.0
LEARNER_0376,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0377,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0378,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,52.75
LEARNER_0379,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,98.65
LEARNER_0380,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0381,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0382,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,52.67
LEARNER_0383,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0384,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0385,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0386,5,Quantum Circuits,Slow down and reinforce core fundamentals starting with Quantum Circuits,slow_down_reinforce,93.3
LEARNER_0387,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0388,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0389,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0390,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0391,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0392,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0393,5,Superposition,Reinforce prerequisite concept: Superposition,reinforce_prerequisite,100.0
LEARNER_0394,5,Quantum Measurement,Reinforce prerequisite concept: Quantum Measurement,reinforce_prerequisite,100.0
LEARNER_0395,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0396,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0397,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0398,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0399,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0400,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0401,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0402,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,97.85
LEARNER_0403,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0404,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0405,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0406,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0407,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0408,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0409,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0410,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0411,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0412,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0413,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0414,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0415,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0416,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0417,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0418,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0419,5,Grover's Algorithm,Review Grover's Algorithm fundamentals,review_weak_topic,100.0
LEARNER_0420,5,Shor's Algorithm,Practice targeted exercises in Shor's Algorithm,practice_developing_topic,84.12
LEARNER_0421,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0422,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0423,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0424,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0425,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0426,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0427,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0428,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0429,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0430,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,54.4
LEARNER_0431,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0432,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0433,5,Superposition,Reinforce prerequisite concept: Superposition,reinforce_prerequisite,100.0
LEARNER_0434,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0435,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0436,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,54.38
LEARNER_0437,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0438,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0439,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0440,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,54.52
LEARNER_0441,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0442,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0443,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0444,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0445,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0446,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0447,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,100.0
LEARNER_0448,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0449,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0450,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,50.5
LEARNER_0451,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0452,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0453,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0454,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,51.67
LEARNER_0455,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0456,5,Grover's Algorithm,Attempt an advanced quantum algorithm challenge in Grover's Algorithm,attempt_challenge,56.0
LEARNER_0457,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0458,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0459,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,100.0
LEARNER_0460,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,55.62
LEARNER_0461,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0462,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0463,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0464,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0465,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0466,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0467,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,100.0
LEARNER_0468,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0469,5,Grover's Algorithm,Review Grover's Algorithm fundamentals,review_weak_topic,100.0
LEARNER_0470,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0471,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0472,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0473,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0474,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0475,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0476,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0477,5,Grover's Algorithm,Practice targeted exercises in Grover's Algorithm,practice_developing_topic,81.4
LEARNER_0478,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0479,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0480,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0481,5,Bell States,Reinforce prerequisite concept: Bell States,reinforce_prerequisite,100.0
LEARNER_0482,5,Shor's Algorithm,Review Shor's Algorithm fundamentals,review_weak_topic,100.0
LEARNER_0483,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0484,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0485,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0486,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0487,5,Qubits,Reinforce prerequisite concept: Qubits,reinforce_prerequisite,100.0
LEARNER_0488,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0489,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0490,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0491,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,99.95
LEARNER_0492,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0493,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0494,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0495,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0496,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0497,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,52.5
LEARNER_0498,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0499,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0500,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0501,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0502,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0503,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0504,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0505,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0506,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0507,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0508,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0509,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0510,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0511,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0512,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,50.52
LEARNER_0513,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0514,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0515,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0516,5,Shor's Algorithm,Review Shor's Algorithm fundamentals,review_weak_topic,100.0
LEARNER_0517,5,Qubits,Reinforce prerequisite concept: Qubits,reinforce_prerequisite,100.0
LEARNER_0518,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0519,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0520,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0521,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0522,5,Grover's Algorithm,Reinforce prerequisite concept: Grover's Algorithm,reinforce_prerequisite,100.0
LEARNER_0523,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0524,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0525,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0526,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0527,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0528,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0529,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,96.88
LEARNER_0530,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0531,5,Quantum Circuits,Reinforce prerequisite concept: Quantum Circuits,reinforce_prerequisite,100.0
LEARNER_0532,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0533,5,Quantum Circuits,Practice targeted exercises in Quantum Circuits,practice_developing_topic,77.92
LEARNER_0534,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0535,5,Bell States,Review Bell States fundamentals,review_weak_topic,100.0
LEARNER_0536,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0537,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0538,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0539,5,Quantum Gates,Review Quantum Gates fundamentals,review_weak_topic,100.0
LEARNER_0540,5,Entanglement,Reinforce prerequisite concept: Entanglement,reinforce_prerequisite,100.0
LEARNER_0541,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0542,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0543,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0544,5,Shor's Algorithm,Review Shor's Algorithm fundamentals,review_weak_topic,100.0
LEARNER_0545,5,Quantum Gates,Reinforce prerequisite concept: Quantum Gates,reinforce_prerequisite,100.0
LEARNER_0546,5,Qubits,Review Qubits fundamentals,review_weak_topic,100.0
LEARNER_0547,5,Quantum Measurement,Review Quantum Measurement fundamentals,review_weak_topic,100.0
LEARNER_0548,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0549,5,Superposition,Review Superposition fundamentals,review_weak_topic,100.0
LEARNER_0550,5,Entanglement,Practice targeted exercises in Entanglement,practice_developing_topic,83.53
LEARNER_0551,5,Shor's Algorithm,Attempt an advanced quantum algorithm challenge in Shor's Algorithm,attempt_challenge,55.4
LEARNER_0552,5,Grover's Algorithm,Practice targeted exercises in Grover's Algorithm,practice_developing_topic,78.12
LEARNER_0553,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
LEARNER_0554,5,Shor's Algorithm,Practice targeted exercises in Shor's Algorithm,practice_developing_topic,82.45
LEARNER_0555,5,Entanglement,Review Entanglement fundamentals,review_weak_topic,100.0
